Date / Time,City,State,Shape,Duration,Summary,Posted
7/7/10 21:20,Colorado Springs,CO,Oval,3 min,"A Brightly Multi-Colored Object appeared in front of Pike Peak, north/west of NORAD in Colorado Springs.",8/24/10
7/1/10 15:00,Glenwood Springs.,CO,Light,3 minutes,Never seen any flying object like that or new something like that exsisted,8/30/13
6/28/10 22:30,Denver,CO,Sphere,45 seconds,Glowing orange orb over south metro Denver.,7/6/10
6/20/10 13:40,Torrance,CO,Fireball,10 min,Glowing/reflective object clears coastline and makes odd movements around airport in Torrance CA,6/23/10
6/10/10 23:00,Delta,CO,Oval,3 days,"Light in the sky that can stop moving, move in any direction, and has a ditinct light cycle.",6/23/10
6/10/10 22:55,Fort Collins,CO,Light,10 minutes,Bright Light over Mountains,6/23/10
6/3/10 23:20,Fort Collins,CO,Circle,3 seconds,Green circle low in the sky in Fort Collins,6/10/10
5/27/10 00:00,Grand Junction,CO,Unknown,one hour,"UFO Over Western Colorado May 27, 2010?",6/3/10
5/17/10 22:00,Cherry Creek State Park,CO,Unknown,10 Minutes,"On Monday, May 17 2010 at 22:00 my friend and I were in cherry creek state park when we noticed 3 lights travelling from north to south",6/3/10
5/16/10 19:00,Cherry Creek,CO,Unknown,10 Minutes,"On May 16, 2010 I witnessed a number of strange objects in the day time sky.",6/3/10
5/16/10 16:00,Denver,CO,Unknown,45 Minutes,"On May 16, 2010 I witnessed a number of strange objects in the day time sky.",6/3/10
5/15/10 20:00,Denver,CO,Light,3 hours,"On May 15, 2010 I witnessed four ufo's that looked like bright stars or satellites. ((NUFORC Note:  Satellites??  PD))",6/3/10
5/8/10 22:30,Gunnison,CO,Triangle,5 seconds,"At about 10:30 pm a friend and I, both western state college students were outside and happened to look up at the stars at the same tim",5/12/10
4/27/10 14:00,Broomfield,CO,Sphere,60 Seconds,"A young man in Colorado witnesses three objects interacting in sky, performing impossible maneuvers.",5/12/10
4/8/10 22:00,Evergreen,CO,Light,20 minutes,2 vertical lights changing color and moving erratically in the night sky,4/13/10
4/2/10 23:45,Colorado Springs,CO,Light,3 minutes,Flashing rotating lights,4/13/10
3/20/10 22:00,Pueblo West,CO,Unknown,20 minutes,Lights Over Lake Pueblo travel past the North Star,8/6/20
2/16/10 20:00,Denver,CO,Unknown,20 mins,"Bright star looking object moved in sky and turned red, blue, green, yellow and hovered in sky",4/13/10
2/5/10 01:00,Boulder,CO,Light,2 hours,"large and bright blinking star begin to move, stop, move and stop erratically over the Flatirons",2/14/10
1/27/10 06:00,Fort Collins,CO,Light,8 min,"Very Bright in due West, Hovered about 2 min's, then accelerated very fast stright up.",2/14/10
1/13/10 18:00,Denver,CO,Disk,10 seconds,"large object hovering completely still, three lights in the center with a glowing rounded bottom.",2/14/10
1/8/10 23:00,Boulder,CO,Triangle,40 seconds,"A trangular craft with several, large, bright lights flew low and quick over the neighborhood",2/14/10
1/5/10 19:00,Valley View Hot Springs near crestoneCO.,CO,Light,about 5 min,"aircraft like light in distance that streaks up and is gone ,, light out of nowhere that gets small and moves like satellite",2/14/10
1/2/10 23:17,Loveland,CO,Cross,5 minutes,"extremely bright light over tree in loveland, CO",2/14/10
1/1/10 00:30,Aspen,CO,Chevron,2 mins,New Years Eve Anomoly In Aspen Colorado,2/14/10
1/1/10 00:24,Falcon,CO,Disk,8 mins,"We experienced red disk over the falcon, colorado sky within the first minutes of the new year.",2/14/10
12/31/09 21:00,Denver,CO,Triangle,--,"Pale blue lights hover near Denver, Colorado in ""V"" formation",2/14/10
12/18/09 22:15,Denver,CO,Disk,4 minutes,"We saw three objects, one big circular with bright lights moving fw and spinning, one and two much smaller ones flying with it.",2/14/10
12/17/09 21:00,Colorado Springs,CO,Triangle,5-15 seconds,"Triangular shaped object with 6 to 8 orange colored lights, 3 on each side.",2/14/10
12/12/09 04:00,Thornton,CO,Triangle,1:00 min,three VERY BRIGHT RED lights shaped like three VERRY big stop lights,12/12/09
12/10/09 18:00,Canon City,CO,Flash,approx. 90 min,"The objects appeared, disappeared then reappeared. The objects moved in a way that is very different than anything I have ever seen.",2/14/10
12/10/09 18:00,Colorado Springs,CO,Disk,30 seconds,Mysterious series of lights and disk shape across southern Colorado Springs sky,12/12/09
12/1/09 20:00,Boulder,CO,Oval,ALL-NITE,((HOAX))  TRUE HIDDEN EVENTS,2/14/10
11/26/09 22:20,Colorado Springs,CO,Triangle,1 hour,Multicolored arrowhead shaped object east over Colorado Springs viewed from the Ute Pass to the west.,12/12/09
11/26/09 17:45,Pueblo,CO,Triangle,3 seconds,three lights forming a triangle-shaped object.,12/12/09
11/9/09 18:25,Lakewood,CO,Sphere,1 1/2 - 2 mins,"He could see a dome top with vertical lines, the object was slowly rotating, and the bottom was lit up.",12/12/09
11/9/09 18:15,Highlands Ranch,CO,Fireball,1 min,ball of fire over denver splits into 5 balls then suddenly disappeared and reapeared as one for a few sec.,12/12/09
11/6/09 18:20,Longmont,CO,Light,10 minutes,"Three to four strobe-effect lights pass over Longmont, distinctly different from other aircraft in the area.",12/12/09
10/24/09 23:00,Colorado Springs,CO,Changing,5 minutes,speeding stars over colorado springs,2/14/10
10/17/09 21:40,Boulder,CO,Triangle,10 sec,"Dim triangle of lights, high speed, low altitude but no noise over Boulder, CO 10/17/2009 10pm",12/12/09
10/10/09 12:00,Crested Butte,CO,Egg,1min,"metallic egg shaped craft above crested butte, CO.  Also have seen great amount of activity READ ME!",12/12/09
10/6/09 19:36,Durango,CO,Light,3 min,Two moving lights over north-central New Mexico 7:36 pm Tue Oct 6 2009,12/12/09
10/2/09 21:00,Colorado Springs,CO,Light,Less than a minute,"Two white lights floating in the sky near the moutains of Colorado Springs, Colorado.",12/12/09
10/2/09 18:45,Denver,CO,Light,2 hours,three semi-stationary lights in sky seen from Denver area but over Kansas. Able to move very fast.,12/12/09
9/26/09 23:00,Greeley,CO,Other,5 minutes,Bar shaped craft,12/12/09
9/25/09 23:30,Durango,CO,Light,5 min,"Very bright light moving fast, turning red then dissapears.",12/12/09
9/25/09 20:00,Guffey (4 miles outside of),CO,Light,30 seconds,"ball of light, yellowish white in color, slightly bigger than the planet jupiter.  ((NUFORC Note:  ISS sighting??  PD))",12/12/09
9/16/09 13:20,Aurora,CO,Oval,15 seconds,"Brillant oblong object spotted over Aurora, CO.",12/12/09
9/10/09 17:00,Colorado Springs,CO,Fireball,Approx. 1 minute,Fireball appearing and disappearing in daylight sky over Colorado Springs,9/24/12
9/9/09 14:15,Broomfield/Lafayette,CO,Rectangle,2 min,"Large, rectangular object seen flying in broad daylight",12/12/09
9/9/09 03:38,Denver,CO,Triangle,15 minutes,Bright triangle lights in sky,12/12/09
9/8/09 23:00,Littleton,CO,Other,fast,sept 8 lights string formation fast south bound (towards colorado springs?)around 11pm,12/12/09
9/8/09 22:00,Thornton,CO,Light,4 min,2 lights flying parallell formation northeast.  ((NUFORC Note:  ISS and Space Shuttle in formation.  PD)),12/12/09
9/8/09 21:00,Peonia,CO,Circle,15 minutes,Strange light where there were no known planets or large stars  in that vicinity,12/12/09
9/7/09 20:45,Antonito (30 miles East of my location),CO,Light,20 seconds,A very bright white light traveling west to east moving very fast but jerkily and veering slight north and then south as it went.,12/12/09
9/7/09 20:27,Colorado Springs,CO,Light,1 minute,"Brilliant bright light moves across the sky in Colorado Springs, CO September 7, 2009.",12/12/09
9/5/09 20:23,Aurora,CO,Unknown,2 min,Craft moving from N to S later Flash in sky like star going nova,12/12/09
9/2/09 20:50,Grand Junction,CO,Unknown,1 minute,Rumbling red light in the sky with a bluish-purple tail moving very fast and changing direction instantaneously.,12/12/09
9/2/09 05:10,Fruita,CO,Light,40 seconds,"Light over Fruita, Colorado",12/12/09
8/29/09 21:50,Arvada,CO,Light,3 minutes,"What looked like a simple satellite, changed color, became more bright and expanded in 3-4 times in size.",12/12/09
8/24/09 21:45,Parker,CO,Light,15 seconds,Bright white light moving fast from south to north.,8/27/09
8/20/09 22:00,Springfield,CO,Triangle,3 hours,A triangular object with a multitude of lights was spotted in the southeast Colorado night sky.,8/27/09
8/18/09 04:04,Englewood,CO,Circle,15 seconds,Circular object in the sky above Denver,8/27/09
8/15/09 01:00,Collbran/The Flat Tops,CO,Oval,2-3 minutes,Metallic oval seen following river through valley in colorodo flat tops,12/12/09
8/14/09 21:15,Fountain,CO,Other,8 minutes,The greenish glow has seemed to have an effect on me every time I think about it and its a good thing.,8/27/09
8/8/09 20:00,Buena Vista,CO,Light,15 min,Star like object moving randomly within 5 degree box on the horizon.,8/27/09
8/7/09 00:00,Westminster,CO,Light,1 hour,"was not a star or anything of nature.  ((NUFORC Note:  Possible sighting of a star, we suspect.  PD))",8/27/09
7/24/09 21:45,Rifle,CO,Light,2 min,Two bright lights flying over rifle colorado,8/5/09
7/24/09 21:45,Aurora,CO,Light,1 Min,Stationary Single light turns into super fast traveler,8/5/09
7/23/09 11:00,Lakewood,CO,Light,45 minutes,bright starlike lights in midday in colorado,8/5/09
7/22/09 21:30,Avon,CO,Light,30-40 seconds,A very large bright light moving fromeast to west a a very high speed.,8/5/09
7/21/09 23:23,Aurora,CO,Triangle,10-15 seconds,It is raining really bad here and me and my friend were driving to my house and we saw an object in the sky kinda low with 3 lights on,8/5/09
7/21/09 15:30,Bellvue,CO,Oval,,Dark oval object noticed in pics taken NW of Ft Collins,8/5/09
7/16/09 22:16,Aurora,CO,Unknown,5 minutes,"Three separate craft 2 moving north to south one moving south to north over Aurora,CO",8/5/09
7/16/09 06:00,Littleton,CO,Cone,60 seconds,"Upside-down cone shape, spinning slowly and moving about 60mph, was bright and sunny so i got a good look.",5/1/20
7/7/09 21:05,Pueblo West,CO,Egg,5 Minutes,White-yellow egg shaped object moving in a NW direction over Pueblo CO.,8/5/09
7/6/09 23:00,Salida,CO,Light,2 minutes,Bright light with no sound passed above us,8/5/09
7/5/09 13:30,Silverthorne,CO,Sphere,5-10 mins.,"Spherical objects observed moving through trees, probing the area",8/5/09
7/4/09 13:00,Louisville,CO,Light,10 minuts,((HOAX??))  I was at a park at about 1 PM. I was on the swings. I looked up and saw three bright lights.,2/14/10
7/2/09 22:08,Longmont,CO,Oval,2min,a large orange orb that divided into 6 and lasted low on the horizon for 1-2 minutes,8/5/09
7/1/09 23:00,Montrose,CO,Circle,10 seconds,solid bright light hovering in sky.,8/5/09
7/1/09 01:00,Crestone,CO,Light,not sure,"Continued white light presence in Crestone, Colorado",8/5/09
6/20/09 21:17,Boulder,CO,Light,3-5 minutes,"Large round, fiery looking light flying slowly from south to north over Boulder, Colorado at 21:17 MST 06-20-09.",8/5/09
6/16/09 10:55,Centennial,CO,Chevron,,item hovers over airport for days,8/5/09
6/12/09 23:00,Fort Collins,CO,Light,2 minutes,"Amber light floating in one place, deposited several blue or green lights for 2 minutes before drifting away.",8/5/09
5/31/09 18:00,Denver,CO,Disk,2 minutes,"Craft plummeted over Denver, CO, flashing orange and blue/green, flipping end over end, suddenly ascended rapidly out of sight",6/9/09
5/30/09 16:48,Centennial,CO,Disk,30-45 seconds,"This sighting occurred in Centennial CO, on 05.30.09 @ 16:48. I am located off of Picadilly St. & Netherland St., just north of Smoky H",6/9/09
5/27/09 04:00,Grand Junction,CO,Circle,5 seconds,"Four large lights in V formation, going fast, passed over my house.",6/9/09
5/17/09 15:30,Fort Collins,CO,Circle,2 minutes,UFO moving out with jet following,6/9/09
5/8/09 22:30,Hartsel,CO,Light,1 hour,WE WERE NIGHT FISHING ON ELEVENMILE RESERVOIR WHEN WE NOTICED A FEW STRANGE LIGHTS ON THE WATER. MY BROTHER AND I HAVE FISHED SINCE WE,6/9/09
5/7/09 21:30,Eagle,CO,Flash,10 Minutes,MUFON/COLORADO REPORT:  Anomalous flashing strobe lights seen over Eagle CO,6/9/09
5/7/09 20:00,Avon,CO,Disk,about 15 seconds,MUFON/COLORADO REPORT:  Low flying disc with flashing lights seen over Avon,6/9/09
4/28/09 20:30,Crestone,CO,Fireball,10 seconds,04/29/09 Crestone Colorado White Fireball 10 seconds,5/12/09
4/27/09 21:00,Denver,CO,Other,5 Minutes,"Five lights moving behind cloud, none emerged.",5/12/09
4/21/09 02:05,Colorado Springs,CO,Triangle,a few seconds,Triangle craft with dim lights traveling low at a high rate of speed with no sound over the Colorado Springs airport.,5/12/09
4/20/09 14:00,Fort Collins,CO,Disk,20 MIN,"MOVED AT SPEEDS , ANGLES THAT ARE NOT NORMAL",5/12/09
4/1/09 01:15,Boulder,CO,Sphere,ongoing,Spheres of light over local municipal airport,4/14/09
3/23/09 08:30,Denver,CO,Light,3 -4 seconds,I don;t know if this is even any thing or not but I was watching Ten Thousand BC. 16 minutes into the movie is when I saw some lights i,4/14/09
3/22/09 19:50,Loveland,CO,Cross,15 minutes,Silver metallic cross and ring with white lights hovering above the highway.,8/5/09
3/17/09 11:42,Lakewood,CO,Unknown,12 seconds,Tilted looking Object (like a forward slash ---> /  ) moving from west to east.,3/19/09
3/16/09 21:00,Glenwood Springs,CO,Formation,30 seconds,"Pair of dull red lights silently fly over Glenwood Springs, CO",3/19/09
3/14/09 14:15,Boulder,CO,Light,10-15 min.,"Light or small object, drifting slowly E-W on a clear afternoon. No sudden maneuvers, flew v. slowly.",3/19/09
3/7/09 12:00,Pueblo,CO,Disk,2 min.,"Dark, spinning object morphing into shapes.",4/14/09
3/5/09 09:27,Durango/Pagosa Springs (between),CO,Cigar,3-5 minutes,cigar shaped craft hovering over mountains,3/19/09
3/1/09 21:30,Colorado Springs,CO,Triangle,15 minutes,UFO hovers off of mile marker 129 (Interstate 25) in Colorado Springs??,3/19/09
2/26/09 20:40,Denver,CO,Light,20 seconds,"Witnessed V shaped lights moving without sound over Denver, Colorado for 20 seconds",3/19/09
2/25/09 19:30,Colorado Springs,CO,Disk,8 seconds,bluish white colored disc flys silently across sky and vanishes,6/9/09
2/11/09 20:15,Boulder,CO,Other,7  minutes,strange hovering white light that eventually descended slowly,3/19/09
2/3/09 16:30,Thornton,CO,Light,5 minutes,Tumbling Star looking UFO above Denver,3/19/09
2/3/09 05:42,Highlands Ranch,CO,Unknown,6-7 Minutes,"SW Highlands Ranch, CO 05:42 sighting of brilliant ""falling"" white light that STOPPED mid-sky & became horizontal strobe lit UFO...",3/19/09
2/2/09 21:34,Lafayette,CO,Other,only a few seconds,Crescent shaped object travels through night sky near Boulder.,3/19/09
2/1/09 04:00,Gunnison,CO,Circle,30 minutes,Huge bright light followed us 30 miles!,8/13/15
1/21/09 20:00,Pueblo,CO,Sphere,1min 45secs,3 orange lights seen west of pueblo blvd and arkansas river,3/19/09
1/4/09 05:30,Denver,CO,Sphere,5 to 7 minuets,"Two orbs,,,one in Denver,,,,one in San Diego",3/19/09
1/3/09 04:00,Lafayette,CO,Triangle,7 seconds,I was at a friend’s house in Lafayette Colorado to watch the predawn Meteor Showers at 4:00am. We were standing outside having a smoke,1/10/09
1/3/09 04:00,Lafayette,CO,Triangle,7-10 Seconds,I completed a report on your site over a year ago and it was very brief and not as descriptive as I should have been in my initial repo,7/6/10
12/29/08 22:45,Aurora,CO,Triangle,3 minutes,"3 triangle craft,  2 red and one yellow/amber",3/19/09
12/29/08 00:30,Greeley,CO,Triangle,Less than 3 minutes.,"Dark triangular form appeared, flew at a steady pace a few blocks over the treeline in Greeley, Colorado and then dissapeared.",1/10/09
12/25/08 19:45,Erie,CO,Circle,2 minutes,"Bright light has been in the sky for 2 months, noticed it moved position, then it took off.",1/10/09
12/23/08 12:00,Arvada,CO,Triangle,9 seconds,"silent v shape  craft , no light's, moving west to east, circles on bottom from center and two down the ""wings""",8/27/09
12/19/08 06:30,Highlands Ranch,CO,Triangle,3-5 seconds,"Large, silent, slow, triangular UFO with 6 bright white lights traveling approximately 4 stories off the ground near Denver...06:30",1/10/09
12/15/08 07:30,Englewood,CO,Unknown,1 minute,Invisible aircraft,3/19/09
12/5/08 20:30,Fort Collins,CO,Triangle,30 minutes,"3-4 intensifying lights, under telescope; triangles with color-changing and cycling lights",1/10/09
12/2/08 13:00,Denver,CO,Changing,10 minutes,Pulsed Contrail,1/10/09
11/24/08 16:14,Denver,CO,Light,apprx. 5 min.,"Two twinkling, moving UFOs seen above the western horizon in Denver, CO.",1/10/09
11/19/08 13:25,Colorado Springs,CO,Unknown,10-15seconds,"What apeared to be a white dot in a clear blue sky, was acually a sagnificant size unknown aircraft reflecting the sun",1/10/09
11/17/08 16:45,Castle Rock,CO,Circle,20 seconds,Small White Light Around Sundown,1/10/09
11/13/08 23:00,Greeley,CO,Fireball,5 seconds,A streak of light went across the sky and then it suddenly got bright and took off into the sky and disapeared.,1/10/09
11/10/08 06:30,Pagosa Springs,CO,Light,About 10 min.,Bright light hovering over city.,1/10/09
11/8/08 19:30,Arvada,CO,Light,5 Min.,"Bright, stationary lights, began to move slowly the accelerated and vanished",1/10/09
11/6/08 21:30,Colorado Springs,CO,Triangle,20 - 30 Minutes,I was driving to work on November 06 2008. I stopped for Sonic to eat before work. I live very close to the back side of the locale air,1/10/09
11/3/08 13:10,Golden,CO,Flash,15 minutes,Flashing metallic objects not exhibiting typical flight charactaristics of any known aircraft I or anyone else there has ever seen.,1/10/09
10/28/08 20:00,Wellington,CO,Oval,4 seconds,"Lime green glowing oval shaped bright light seen over Wellington, CO",10/31/08
10/26/08 05:27,Fort Collins,CO,Unknown,20 seconds,"Object sited near Fort Collins, CO",10/31/08
10/12/08 09:00,Grand Junction,CO,Light,,UFO's seen over a mesa,4/14/09
10/10/08 20:40,Pueblo,CO,Light,5 minutes,"In the northwest sky, there were about seven lights moving slowly and flashing in and out if an extremely strange fashion.",10/31/08
10/9/08 07:30,Pueblo,CO,Light,,Lights in the sky.,10/31/08
10/3/08 19:30,Calhan,CO,Circle,2 minutes,"REPORT FROM CHUCK ZUKOWSKI, INVESTIGATOR:  Friday night around 7:30pm, I saw a large white circular light heading West to East in",10/31/08
9/29/08 10:41,Longmont,CO,Triangle,45 seconds,UFO might have been invisible to the naked eye but my digital camera got it!!!,10/31/08
9/28/08 20:27,Clifton,CO,Light,1 minute,I SAW A LARGE OBJECT WITH TWO LIGHTS MOVING AROUND IN THE SKY,10/31/08
9/27/08 20:40,Castle Rock,CO,Light,45 minutes or so,"Star-like colored lights hovering very low, small plane had to sweve to miss it.",10/31/08
9/26/08 17:30,Denver,CO,Changing,5 min.,Three moving craft near Lowry.,10/31/08
9/21/08 20:30,Grand Junction,CO,Unknown,4 min,unknow over Grand Junction co,10/31/08
9/19/08 06:04,Westminster,CO,Light,30 seconds,Star like light that flew off into space then became no longer visible,10/31/08
9/16/08 19:30,Lakewood,CO,Fireball,2 Seconds,Green light  moving towards south at high speed.,10/31/08
8/31/08 22:00,Fort Collins,CO,Triangle,8 minutes,"Triangle seen in telescope.  ((NUFORC Note:  Possible ""twinkling"" star, we suspect.  PD))",10/31/08
8/30/08 21:30,Platteville,CO,Light,10 minutes,"For about 10 minutes, my father and I watched a solid dot move in a zig-zag pattern across the night sky moving to the Northeast.",10/31/08
8/25/08 02:30,Aurora,CO,Egg,5 min.,UFO seen in backyard,10/31/08
8/21/08 18:50,Denver,CO,Disk,1-2 minutes,Saucer shaped craft seen flying over downtown Denver from about 1-2 minutes.,10/31/08
8/19/08 13:36,Avon,CO,Disk,,"Two photographs Shot August 19th, 2008 of Saucer Shaped Craft at Beaver Lake in Avon, Colorado",10/31/08
8/15/08 00:37,Manitou Springs,CO,Oval,4-5 min,we saw flasing colors on an oval shaped  saucer going in and out of the trees,10/31/08
8/5/08 13:00,Louisville,CO,Other,20  seconds,I was  at  my friend's house playing in her back yard when I saw a strange metallic object painted red in most areas.  The shape was un,1/10/09
8/1/08 22:45,Bennett,CO,Other,1 minute,I was outside my house watching the star. It had been the first night for a while I could see them so clear. I was looking north over t,8/12/08
8/1/08 15:00,Denver International Airport,CO,Light,5 minutes,Objects of light seen below clouds,10/31/08
7/31/08 22:30,Denver,CO,Light,5 seconds,Very fast disappearing light in nighttime sky,8/12/08
7/31/08 22:00,Fort Collins,CO,Flash,2 minutes,"The strangest light I have ever seen, and the fastest accelleration I have ever seen.",8/12/08
7/30/08 11:15,Loveland,CO,Triangle,5 seconds,saw orange lights moving in formation,8/12/08
7/21/08 20:50,Pueblo,CO,Rectangle,3 hours,ON JUNE 21ST 2008 PUEBLO COLORADO ME MY WIFE AND 2 TEENAGE SONS WITNESSED A BRIGHT LIGHT AT APPROX 20:50.THE BRIGHT LIGHT WHICH COULD H,8/12/08
7/13/08 18:30,Englewood,CO,Changing,20 minutes,"Pearl like object seen hovering over Englewood, Colorado",8/12/08
7/6/08 21:00,Longmont,CO,Flash,7seconds (?),"It was on, or around 9pm last Sunday evening:  a shot of sparks going from South to North.",8/12/08
7/6/08 01:35,Greenwood Village,CO,Oval,10 minutes,I seen four white round objects,8/12/08
7/4/08 21:40,Westminster,CO,Sphere,20-30 seconds,Three spherical shaped objects flying in a triangle position and slowly rotating.,8/12/08
7/1/08 10:00,Littleton,CO,Circle,5 minutes,UFO seen in Littleton CO near airplane,7/5/08
6/27/08 20:00,Boulder,CO,Flash,10 seconds,Light flash,7/5/08
6/26/08 21:30,Cuchara,CO,Light,30 minutes,"Orange Light UFO while camping near Cuchara, Colorado",8/12/08
6/24/08 09:10,Arvada,CO,Other,10 min,Two objects seen (daytime) over Arvada Colorado,7/5/08
6/23/08 20:00,Canon City,CO,Formation,,"On my way home facing out toward the desert from the mountains, I saw 6 very bright white lights all turn on at one time. They stayed",12/12/11
6/21/08 23:00,Pueblo (100mi SW of),CO,Unknown,3min,saw object move in a zig zag motion. with a bright white light that changed and dimmed. the object moved rapidly to the eastern horizon,10/31/08
6/21/08 18:30,Thornton,CO,Disk,5 seconds,I observed a silver disk directly above me in broad daylight in a highly populated area and it  was watching me.,10/31/08
6/20/08 12:30,Hayden,CO,Disk,10-15seconds,Observered unmistakeable very bright metallic saucer/disc hovering and moving slightly,7/5/08
6/14/08 20:50,Highlands Ranch,CO,Fireball,1 minute,Silent orange/yellow/red fireball hovered then sped off,7/5/08
6/9/08 23:36,Parker,CO,Fireball,1 min,A fireball swooped down over my friends and mines heads (50ft up) and ascended into the horizon opposite the one it came from.,6/12/08
6/9/08 23:30,Parker,CO,Sphere,10 minutes,Flying Ball of Fire in Parker Colorado,6/12/08
6/8/08 21:10,Monument,CO,Oval,3 minutes,Brilliant shiny object passed over the house.  ((NUFORC Note:  Probably ISS.  Please see table below.  PD)),6/12/08
5/31/08 23:05,Milliken,CO,Light,10 seconds,"Bright, Flashing Flying Light Near Milliken, CO",6/12/08
5/31/08 10:30,Fort Collins,CO,Triangle,5 Minutes,LARGE DARK-GREY TRIANGULAR OBJECT W/ SINGLE WHITE STROBE seen south of Fort Collins,6/12/08
5/30/08 22:42,San Acacio,CO,Cylinder,11 Minutes,The lights where spaced in a perfect triangle,10/31/08
5/24/08 11:20,Longmont,CO,Other,30 seconds,Daylight sighting of two small objects at altitude moving against the wind.,6/12/08
5/21/08 23:05,Milliken,CO,Light,10 seconds,"Bright, Flying Lights Near Milliken, CO",6/12/08
5/17/08 11:20,Grand Junction,CO,Formation,15 min,"Four bright objects 11 am over Grand Junction flight path, unexplainable.",6/12/08
5/17/08 10:19,Buena Vista,CO,Sphere,~10 sec.,"UFO in Buena Vista, Colorado",6/12/08
5/9/08 22:05,Boulder (Gun Barrel Subdivision),CO,Disk,1;04,"The object made no noise, had no markings,  and was not made in this world.",6/12/08
5/5/08 21:45,Colorado Springs,CO,Light,5 seconds,an ambiant spotlight type object that flew very fast for 5 seconds heading from North to South then vanished.,6/12/08
5/3/08 20:25,Golden,CO,Teardrop,30-40 seconds,"The metallic three pronged upside down teardrop object moved at a constant altitude and velocity Northwest in Golden, Colorado.",6/12/08
5/3/08 11:28,Greenwood Village,CO,Oval,3-5 seconds,UFO hoovers then speeds by,6/12/08
5/2/08 22:00,Conifer,CO,Formation,still going,Many lights on a hill moving around a bit. 500 Lights On Object0: Yes,6/12/08
4/29/08 23:10,Lakewood,CO,Fireball,1 min,The UFO was a glowing green orb. with jet or helicopter flying behind,6/12/08
4/27/08 20:45,Loveland,CO,Light,13  minutes,eight bright red-orange lights in formation at night traveled from northwest to southeast over my house and disappeared instantly,6/12/08
4/27/08 20:40,Loveland,CO,Fireball,10 - 15 min.,"we saw 7 fireball type objects in formation, moving from the northwest to the southeast.",6/12/08
4/27/08 20:30,Loveland,CO,Circle,5min,"Seven  round,bright orange lights seen, spaced  evenly apart, moving in perfect unison without any sound.",6/12/08
4/23/08 21:00,Basalt,CO,Unknown,> 30 minutes,"fast moving, zagging; bright lights and hovering at times.",6/12/08
4/17/08 22:03,Greeley,CO,Triangle,5-10 seconds,Three yellow circular lights in the shape of a triangle.,6/12/08
4/16/08 23:00,Grand Junction,CO,Oval,5-7 mins,Unexplainable glowing craft moving oddly over the Grand Junction Airport,6/12/08
4/3/08 19:30,Littleton,CO,Other,10 Minutes,"Double oval-shaped cigar shaped craft seen at high altitude, air traffic diverted",4/17/08
3/14/08 21:00,Carbondale,CO,Unknown,15sec,"Giant drill shaped craft crashed, viewed from Highway",8/12/08
3/14/08 19:00,Denver,CO,Other,2 minutes,I saw two silver dots in the western sky as the sun was setting both were locked into a single position in the sky and then they were g,3/31/08
3/10/08 19:54,Pueblo,CO,Oval,45 seconds,"By Pueblo Blvd. and Highway 50 red light 80 ft. high gives off steam trail as it descends to 50 ft., then disappears.",6/12/08
3/10/08 07:30,Fort Collins (near),CO,Oval,3 to 4 seconds,Slow moving ellipse lit from beneath by the early-morning sun.,3/31/08
2/24/08 21:50,Montrose,CO,Unknown,2 Minutes,Loud humming dark craft passed overhead against a bright cloudy night.,3/4/08
2/19/08 18:40,Longmont,CO,Triangle,1 hour+,"((HOAX??))  LONGMONT, COLORADO-MASSIVE TRIANGLE FOR ATY LEAST 1 HOUR",3/4/08
2/17/08 20:00,Fort Collins,CO,Light,4-5 minutes,Bright light seen over Northern Colorado foothills,3/4/08
2/12/08 17:30,Wheat RIdge,CO,Chevron,2-3min,"Ten to twelve crafts spotted in Wheat Ridge CO at dusk February 12, 2008",3/4/08
2/9/08 00:00,Fort Collins,CO,Light,2+ minutes,Flashing amber lights in Northen Colorado,3/4/08
2/5/08 21:00,Colorado Springs/Fountain,CO,Triangle,15 minutes,Witnessed multiple low flying triangular crafts with bright lights outlining its shape. Seen near military base.,2/14/08
1/31/08 04:00,Cortez,CO,Circle,ufo,bright flas and gone.,2/14/08
1/30/08 00:00,Denver,CO,Other,45+,"Crescent shaped object with red, green, and white lights to the east of Denver.",2/14/08
1/26/08 14:00,Denver,CO,Sphere,10 minutes,Distant white spheres seen by crowd on college campus,2/14/08
1/22/08 21:00,Boulder,CO,Circle,7 seconds,I saw a UFO,2/14/08
1/20/08 09:20,Denver,CO,Changing,7 minutes,"White object, ufo, changing shape, moving North of Denver",2/14/08
1/19/08 19:30,Grand Junction,CO,Light,30 minutes,Lights over Grand Junction Colorado,2/14/08
1/15/08 22:10,Canon City,CO,Disk,10 minutes,"lingering orange lights spotted in sky over Canon City, CO near Prison Facilities",1/21/08
1/12/08 16:00,Limon,CO,Unknown,30 seconcs,"After noticing a bright light in the sky, I watched it for a while until it vanished.",1/21/08
1/9/08 12:00,Florissant,CO,Other,3hree minutes,"Not an Aircraft, very large, leading edge firy bright , irregular shape, duration of observation -three minutes.",1/21/08
1/5/08 19:00,Platteville,CO,Chevron,5 minutes,3 sets of 2 long lights in chevron shape,1/21/08
1/2/08 21:00,Craig,CO,Light,2 hours,it was a light that changed colors and hovered in the sky for quite sometime  ((NUFORC Note:  Possibly Sirius.  PD)),1/21/08
12/24/07 20:15,Longmont,CO,Unknown,5 mintues,Two very bright sparkling objects seen while driving; one disapeared while the other one moved off slowly out of sight.,3/4/08
12/24/07 18:50,Lakewood,CO,Light,15 minutes,Unusually bright light seen next to very bright full moon,3/4/08
